Companies,Positions,ID,Descriptions
Intersections Inc.,Front End Developer,151988405a483227,"['Build the fast, modern websites that will gow our business', 'Build frameworks that will make future development easier', 'Drive improvements to website performance, conversions, engagement, and user satisfaction', 'Turn mockups into reality', 'Experience building sites that handle traffic at scale', 'Experience working on e-commerce sites', 'Hands-on experience with HTML, CSS, and JavaScript', 'Hands-on experience with the React framework', 'Experience working in a team environment', 'Creativity and flexibility—we’re still scrappy and growing, and our team is going to act like a startup', 'Experience working with distributed teams', 'Strong work ethic and self-motivated', 'Knowledge of a modern server-side language (Node, Ruby, Python)', 'Experience working with localized websites', 'Experience working with web APIs']"
Haven Life,Front End Developer,b651cf274fb0162c,"['2+ years experience developing web-based applications in production environments', 'Thorough understanding of CSS/HTML and modern page layout techniques', 'Experience working with designers cutting up layouts to implement pixel perfect pages', 'Experience with responsive layout and design, preferably with Bootstrap framework', 'Familiarity with website optimization techniques', 'Experience with Javascript as it pertains to enhancing web pages and managing 3rd party scripts', 'Strong visual design sense and appreciation for development with a client experience focus', 'Clear communication skills (written and oral) and an ability to work effectively with marketing teams', 'Willingness to learn and grow', 'BA/BS', 'Authorized to work in the US with or without sponsorship', 'Programming experience in Javascript or other languages', 'Single page app experience (e.g. Angular, Ember etc).', 'Some experience with an MVC framework like Angular, Backbone, Ember etc.', 'Experience with web analytics (Google Analytics, Mixpanel, etc.)', 'Experience with social media interfaces and related analytical tools', 'Familiarity with SEO and how it affects implementation']"
Adventive,Adventive Flash Designer,0cf30846c5d34647,"['Analyze customer needs and design core ad units to achieve results', 'Estimate, design, deploy ad units via the Adventive Platform', 'Collaborate and share knowledge with Team engineers and Designers', 'Individual Contributor position with growth potential', 'Excellence and passion for web technologies and personal drive to make a meaningful change.', 'Minimum 3-5 years of Flash experience with AS2/AS3 Scripting experience', 'Experience with Flex/Flash Builder is not required but would be a plus.', 'Familiarity with HTML/HTML5 would be a great plus.', 'Online Advertising experience would be a plus', 'Self starter who has an ability to work with minimum direction', 'Team player with a passion to collaborate with others', 'A willingness to own a project from inception to solution']"
TUFTS University,Associate Web Developer- Marketing and Communication,418a46a537343641,"['Bachelor’s Degree in related field, specialized training or equivalent experience', '1 -3 years of experience with WordPress and Drupal content management systems.', 'Proficiency with HTML, Javascript/JQuery, CSS, and git version control', 'Experience working in a linux command line interface', 'Strong written and verbal communication skills', 'Ability to brainstorm creative solutions to problems', 'Experience collaborating with a diverse, multidisciplinary team', 'Attention to detail', 'Desire to learn and apply new skills', 'Friendly, creative, collaborative, and independent', 'Cares about writing code that is clean and maintainable', 'Experience working in higher education a plus', 'Experience with continuous integration systems and modern dev-ops practices a plus']"
Velir,Front End Developer,dc4999e690e301df,"['Collaborate with a cross-functional team to understand requirements, communicate designs, and implement specifications', 'Build content and data driven enterprise level web applications, implementing dynamic user interfaces emphasizing responsive web design and accessibility', 'Integrate with third-party systems and providers by consuming web services and collaborate with back-end developers to design APIs and service interfaces', 'Write clean, well-organized code, following industry standard coding practices (SASS, SMACCS, BEM)', 'Create documentation around processes including front end design and service architecture', 'Work in both Agile and Waterfall project methodologies, meeting delivery milestones and quality expectations.', 'Apply quality measures around performance, security, and scalability', 'Deep knowledge in HTML5 and CSS3', 'Experience in JavaScript including frameworks such as React', 'Able to communicate technical concepts effectively, orally and in written documentation, to members of cross-functional teams, clients, and stakeholders', 'Ability to identify roadblocks, raise these risks, and provide leadership with resolutions', 'Ability to create or extend digital designs', 'Ability to maintain and foster a high level of communication and collaboration, an aptitude for building consensus and compromise with your approach, and enthusiasm for introducing new concepts and processes', 'Ability to learn and master new technologies; technologies used at Velir include: ReactJS, AngularJS, jQuery, Gulp, Sass, GIT, MVC, NPM, Avocode, PatternLab', 'BS in Computer Science or equivalent', '2+ years of developing dynamic web applications', 'Demonstrated experience building responsive web designs', 'Demonstrated experience working on collaborative teams in a dynamic environment', 'Frequent sitting at a desk performing work on a computer', 'Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions', 'Take the Long View - Ensure the company is built to last', ""Be Courageous - Make the right decisions even when they aren't the easiest decisions"", 'Be Genuine - Bring honesty and authenticity to all that you do', 'Work with Focus + Passion - Display purpose and pride in your work and never stop learning']"
JD Softtech,Urgent Hiring for User Experience Tester,bd0c38e15fb76359,"['Test website form functionality for optimal user experience.', 'View, analyze and make recommendations to improve the online user experience based on user testing data.', 'Review, analyze and make recommendations to improve the online user experience based on internal feedback collection mechanisms', 'Troubleshoot and fix front end website issues', 'Assist in reporting and documenting issues for our development team.', 'Test and validate features and fixes from our development team.', 'Take the initiative to learn about our technology and platforms.', 'Be innovative, objectively providing alternatives and solutions to problems and projects.', 'Work closely with ecommerce marketers, developers, business analysts and web/graphic designers.']"
Echo & Co.,Web Developer,3857d318e153ba5f,"['BS in computer science or a related field, or significant equivalent experience', '3 years minimum experience with HTML and CSS', '2 years minimum Web programming experience with server side programming languages such as PHP and client-side scripting using JavaScript/jQuery', '1 year minimum experience working with relational database systems such as MySQL & MSSQL and a good working knowledge of SQL', 'Self-starter with strong self-management skills', 'Ability to organize and manage multiple priorities', 'Strong communication and team skills', 'Experience developing on and extending popular web authoring tools and/or implementing open source software', 'Linux shell experience and a working knowledge of Git', 'Experience using build tools such as Gulp, Grunt, or Webpack', 'Knowledge of the Drupal and Wordpress content management systems', 'Experience with Composer for managing PHP dependencies', 'Experience setting up DevOps workflows on a Platform as a Service like Heroku, OpenShift, or Platform.sh', 'Principles of responsive design', 'Ability and willingness to work in a fast-paced, demanding agency environment', 'A social good orientation with an interest in working for mission-driven clients']"
ENGIE North America Inc.,Asset Management Intern,6b9520569697b65b,"['Work with the Genbright CTO on back-end and front-end software projects (development, testing, and production) used to construct and operate the Genbright Asset Management Platform and surrounding infrastructure.', 'Work on a suitable project chosen from a pre-defined list created by the CTO commensurate with the abilities of the intern.', 'Work to implement, unit test, and document as appropriate for the selected project in the following areas:\nData acquisition software used to capture market and other asset management related data provided by customers and third parties.\nGenbright’s asset valuation model and underlying optimization engine framework used to house asset optimizations.\nReporting and comparison tools for analysis associated with asset optimization outputs.\nAsset telemetry systems used to communicate with various ISOs, manage, and monitor the state of electrical assets as part of an ISO compliant network operations center.\nAPIs intended to communicate with third parties and Genbright partners.\nCommunications with data warehousing and data marts used Genbright’s asset management system on the backend.\nWeb based user interfaces presented as part of the asset management platform.\nSettlements against wholesale and retail power market participation.', 'Data acquisition software used to capture market and other asset management related data provided by customers and third parties.', 'Genbright’s asset valuation model and underlying optimization engine framework used to house asset optimizations.', 'Reporting and comparison tools for analysis associated with asset optimization outputs.', 'Asset telemetry systems used to communicate with various ISOs, manage, and monitor the state of electrical assets as part of an ISO compliant network operations center.', 'APIs intended to communicate with third parties and Genbright partners.', 'Communications with data warehousing and data marts used Genbright’s asset management system on the backend.', 'Web based user interfaces presented as part of the asset management platform.', 'Settlements against wholesale and retail power market participation.', 'The Genbright git repositories as flat text files and images that are checked in on a regular basis, or', 'The wiki within the Genbright Trac instance.', 'Must be at least a junior or senior (by end of spring semester) working toward a Bachelor’s degree in TBD, or Master’s/MBA student working towards a master’s in engineering, or closely-related degree', 'Must possess a 3.0 GPA or higher & be able to work up to 40 hours per week', 'Must be legally authorized to work in the United States, and should not require, now or in the future sponsorship for employment visa status', 'Must have excellent oral and written communication skills', 'Must have the ability to think analytically, present ideas professionally, and work in project teams', 'Must have exposure to at least two of the following in coursework towards an accredited university program:\nC\nC++\nPython\nJava\nC#\nSQL\nR\nStatistics\nLinear algebra\nMulti-variable Calculus\nAccounting', 'C', 'C++', 'Python', 'Java', 'C#', 'SQL', 'R', 'Statistics', 'Linear algebra', 'Multi-variable Calculus', 'Accounting']"
Mathematica Policy Research,Junior Full Stack Developer,4fec247423fee28d,"['Build applications and web platforms that can be used to manage, clean, and analyze datasets', 'Create data presentation-layers in the form of static reports and interactive dashboards', 'Manage and ensure the quality of large datasets', 'Work with policy researchers to understand requirements for web-based products', 'Work both independently and on a team', 'Be self-driven to learn, push new ideas, and teach others', 'Gain fluency in a designated specialty such as:\nData Visualization Design\nUI/UX Design\nQA Testing\nDeployment/Architecture\nSecurity', 'Data Visualization Design', 'UI/UX Design', 'QA Testing', 'Deployment/Architecture', 'Security', 'A Bachelor’s degree in Computer Science or other relevant field or equivalent experience', '0-5 years of professional experience as a Software Developer or similar role', 'An understanding of how web applications work', 'Intermediate knowledge of JavaScript (D3 experience preferable)', 'Proficiency in any Server Side language (C#, Java, Ruby, Python)', 'Familiarity with Relational Databases', 'A strong desire to improve society through evidence-based research']"
Harvard University,Web and Applications Developer,d430bae3da798887,"[""Planning, writing, and debugging code in multiple languages (PHP, Java, Python, SQL) to add new/enhanced features to the Center's core information systems (website and CRM), while maintaining best practices in object-oriented coding techniques."", 'Creating complex data queries and reports to assist the department. Identify and implement, as directed, opportunities to make best use of our business database.', 'Assist in growth and maintenance of our Amazon Web Services infrastructure, including deploying new system elements, implementing security policies, and optimizing system resource utilization.', 'Assist the Senior Technology and CRM Lead in the administration of our CRM system, including document and process automation, security permissions, and integration with external systems', 'Participate in or lead system improvement team projects as assigned, including translating business needs into functional requirements.', 'Participate fully in software development life cycle', 'Support technical solutions to deliver business requirements', 'Troubleshoot problems and suggest improvements to coding practices', 'Act as technical liaison to internal clients', 'Abide by and follow the Harvard University IT technical standards, policies and Code of Conduct', ""Minimum of two years' post-secondary education and/or relevant work experience"", 'Knowledge of information technology applications, processes, software and equipment', 'Demonstrated team performance skills, service mindset approach, and the ability to act as a trusted advisor', ""Bachelor's degree in Computer Science or related field preferred\nExperience programming in Java or other high level languages, ideally in a database environment, preferred"", 'Website development and administration preferred', 'Programming in Java, PHP, Javascript, knowledge of Python preferred', 'Working knowledge of relational databases and SQL preferred', 'Exposure to cloud based systems architectures, such as AWS, preferred', 'Experience effectively communicating and partnering with non-technical colleagues preferred', 'Experience balancing multiple projects simultaneously preferred', 'Experience and enjoyment working on teams preferred', 'Inquisitive, good listener, practical problem solver preferred', 'Completion of Harvard IT Academy specified foundational courses (or external equivalent) preferred', 'Work is performed in an office setting']"
Granite Telecommunications,Front End Web Developer I,84b70cf59acf3619,"['Experience with HTML, CSS, SCSS, Javascript, Jquery, Bootstrap', 'Experience with Adobe Photoshop', 'Exceptional knowledge of graphic design principles, layout, typography, color and branding is required', 'Experience with image optimization, web accessibility standards, debugging, design and development standards, and cross-platform testing', 'Deep understanding of interactive user experience (UX) disciplines including user interface (UI) in web', 'Ability to create graphics, icons, animations and other visual assets for UI development', 'Ability to create UX design documents including wireframes, sitemaps, design concepts, mockups and prototypes.', 'Experience with responsive design and working for mobile devices', 'Knowledge of Angular JS and AJAX', 'Experience with .NET applications', 'Experience using Team Foundation Server for source control', 'Experience with raster and vector graphics']"
Mendix,Sales Development Representative,5b0a28887fc6f4a1,"['Achieving daily/weekly call metrics, Sales Opportunity creation and progression to Qualified Opportunity', 'Following up on the hottest Marketing Qualified Leads, who have interacted with Mendix in a specific way, warranting outreach', 'Working closely with other SDRs, as well as the Marketing, and Sales teams', 'Partnering with Account Executives within your assigned Sales Unit, to focus on target accounts through developing outreach strategy focusing on persona, industry and company', 'Setting up outbound calling campaigns on target accounts, that focus on call cadences and outbound email best practices', 'Finding the right decision makers and/or influencers within accounts, and engaging in conversations to educate them on low-code and the Mendix Platform, while uncovering their company challenges in app development', 'Establishing customer relationships with the ""decision making unit"" through conversations, such as C-levels, IT Managers, and other influencers, and scheduling and hosting discovery calls', 'Hosting discovery calls to continue the conversation and perform adequate discovery to determine if an account is a Mendix Fit, along a specific set of criteria', 'Progress the right accounts through the sales process and work with Account Executives to hand off the customer', 'Staffing our booth during industry events to drive awareness and pipeline generation', '1-3 years of experience in enterprise software sales as a BDR/SDR or Inside Sales', 'Excellent phone and written communications skills', 'The desire to master this role and take on new challenges', 'Natural curiosity to continue personal learning of technology and uncovering customer needs and challenges']"
Brigham & Women's Hospital(BWH),Applications Analyst II / 40 Hours / Day / BWH Department Of Medicine Channing Lab,a4862689f4db8e31,"['Create program user codes using vendor provided applications, SQL, PHP, Java and JavaSript', 'Performing quality control and testing of applications and reports', 'Coordinating implementation of applications including developing new work flows and reports', 'Troubleshooting production issues and implementing solutions accordingly', 'Updating and maintaining documents related to implementation of applications and reports', 'Analyze current laboratory operations and make recommendations on how the system could be implemented or improved.', 'Provide training in the use of the application either individually or in a classroom environment during implementation and as new employees are hired.', 'Configure Information Management systems as required either as part of an implementation or on on-going basis. Programming changes to integrate with existing systems.', 'Develop and maintain all training and support documentation.', '3 years experience with Web Based Information Management applications.', 'Experience testing web based applications; Knowledge of SQL and Java required.', 'Excellent written and verbal communication skills are essential; Must be able to collect and translate requirements into a set of system requirements to create functional documents and code', 'Experience with LabVantage Suite, LIMESurvey, RedCap is preferred.', 'Experience with Continuous Integration (CI); SDLC tools Maven and GIT is preferred.', 'Background and / or LIMS software development is an asset to this position.', 'A sense of accountability for all project work assigned to the individual and team.', '3+ year experience working with or supporting computer systems and related processes in a laboratory environment or chemist / laboratory technician with excellent computer skills.', 'Must have the ability to work independently and adapt to an ever-changing environment.', 'Strong communication skills (verbal/written) with the ability to articulate themselves succinctly to a variety of audiences (Project Manager, Technical specialists, Developers, End-users, etc)']"
AB Sciex Pte,Web Developer,792cb50e6aca7cce,"['Apply deep understanding of Adobe Experience Manager (AEM) and other Adobe solutions (i.e. Target, Analytics, etc.) to translate business requirements into well-architected technical solutions.', 'Build and maintain web applications using Adobe Experience Manager (AEM) including site architecture, custom components, workflow development, Digital Asset Management (DAM) implementation, object model design (Java APIs), implementation, and unit testing.', 'Integrate Adobe Experience Manager (AEM) with sales, service, and marketing automation platforms.', 'Support multi-site and multi-channel delivery, personalization / targeting, content aggregation & syndication, multi-lingual, automated workflow management, etc.', 'Diagnose and solve technical problems involving multiple environment and application integrations.', 'Responsible for Adobe Experience Manager (AEM) site maintenance, enhancements, bug fixes and new feature releases.', 'Conduct code reviews to ensure optimal code quality and appropriate design patterns.', 'What We’re looking for:', 'An experienced Adobe Experience Manager (AEM) Developer responsible for the design and development of components, templates, workflows, dialogs, providing review of various development tasks and documentation.', 'Developer who will mentor more junior developers and serves as a Subject Matter Expert (SME) on Adobe Experience Manager (AEM).', 'Thrive in a fast-paced work environment that requires strong problem-solving skills and independent self-direction, coupled with an aptitude for team collaboration, open communication, and building consensus.', '3+ years of Adobe AEM experience implementing full cycle Adobe AEM projects (AEM 6.0 and later required; AEM 6.4 is a plus)', 'Solid experience with AEM building blocks including templates, components, dialogs, widgets and bundles', 'Develop, implement and configure web content management solutions using Adobe Experience Manager and technologies such as Java, HTML/DHTML, XML, JavaScript, and web services', 'Familiar with Multi Site Manager (MSM), Language Copy, Dispatcher', 'Experience with Continuous Integration and related tools (Jenkins / GitHub, etc.).', 'Experience with automation testing platforms a plus (Selenium, etc.)', 'Experience with Adobe Target, Adobe Analytics, Magento and/or other eCommerce platforms a plus.']"
Sovos Compliance,Database Developer,5259b9873a0e7d88,"['Engineer systems with Oracle Exadata technology', 'Utilize Jaspersoft and other analytical reporting tools to analyze and troubleshoot data discrepancies', 'Collaborate with engineers and technology leaders to engineer a dimensional model for a data warehouse capable of working cross-functionally across our product suite', 'Experience with Oracle Exadata platform', 'PL/SQL', 'Jaspersoft and other BI tools', 'Experience with Tableau, preferred', 'Experience with Java frameworks, a plus', 'Mentoring Programs', 'Management Bootcamps and Development Trainings', 'Bi-yearly performance reviews where compensation and performance are assessed and rewarded generously', 'Clear paths for growth within our roles (but we know that career development can be like a spider web, not a ladder - we give you the tools to move outside of your career as well!)', 'MyTime flexible time off (no worrying about accruing time or running out of sick days - If you need time off, take It!)', 'Paid family leave', 'Tuition reimbursement', 'Generous 401k match', 'Progressive Wellness Program', 'Company seeded and matched Health Savings Account (HSA)']"
,,,
"Digital Management, LLC",Front End Developer,4775e675f49bc34f,"['Build and improve software and tools by translating functional requirements into robust, interesting, supportable, and exciting Web-based applications that work within the overall system architecture', 'Participate in the full lifecycle site development, including client-side browser development, implementation, browser compatibility validation, and bug-fixing.', 'Actively troubleshoot and support applications in production-critical environments', 'Have a demonstrated ability to roll up his/her sleeves to develop and implement new features and functionality, especially related to client browser-side capabilities, including JavaScript, HTML5, CSS3, and responsive web design', 'Be passionate about writing reliable, efficient, and maintainable pages and code', 'Have an entrepreneurial spirit with a drive to contribute new ideas for future development', 'Deep understanding of HTML5, CSS, and JavaScript a must', 'Experience with responsive frameworks, such as Bootstrap', 'Experience with AJAX, JQuery, JSON, XML, Node.js', 'Familiarity with browser capabilities and debugging', 'Ability to write code that meets web accessibility guidelines (WCAG or section 508)', 'Self-starter with the ability to ramp up quickly and work independently', 'Ability to manage workflow, priorities, and deadlines, while handling multiple projects', 'Experience providing accurate task breakdowns and estimates', 'Ability to track and monitor requests from inception to completion', 'Flexibility to shift priorities quickly to ensure deadlines are met', 'Strong organizational skills', '5+ years of experience as a UX Developer or Front-End Developer', 'Familiarity with PHP, jQuery, Java', 'Experience with Magento, Hybris, and/or Oracle Commerce (formerly ATG)', 'Experience with JSP and JSTL', 'Bachelor’s degree or equivalent experience', 'Community – Blood drives, volunteering opportunities, Holiday parties, summer picnics, Tech Chef, Octoberfest just to name a few ways DMI comes together as a community.', 'Convenience/Concierge - Virtual visits through health insurance, pet insurance, commuter benefits, discount tickets for movies, travel and many other items to provide convenience.', 'Development – Annual performance management, continuing education and tuition assistance, internal job opportunities along with career enrichment and advancement to help each employee with their professional and personal development.', 'Financial – Generous 401k match for both pre-tax and post-tax (ROTH) contributions along with financial wellness education, EAP, Life Insurance and Disability help provide financial stability for each DMI employee.', 'Recognition – Great achievements do not go unnoticed by DMI through Annual Awards ceremony, service anniversaries, peer-to-peer acknowledgement through Give-A-Wow, employee referral bonuses.', 'Wellness – Healthcare benefits, Wellness programs, Flu Shots, Biometric screenings, on-site lactation rooms provide employees with several wellness options.']"
Klaviyo,Front-End Web Developer,474ac232a3ac049f,"['Understood Klaviyo product, brand and audience', 'Reviewed current site structure and have an indepth understanding our web properties and architecture.', 'Familiarized yourself with processes for deployment, bugs, reporting, site management, and project management.', 'Have an in depth understanding of how our CMS and techstack works and have identified areas to make updates, improvements, and changes.', 'Worked on optimizing and improving at least 2 content pieces', 'Are proactively making ongoing improvements to klaviyo.com’s user experience and functionality', 'Reviewed, recommended, and executed at least 3 improvements to the blog ui and functionality to improve usability, experience, and/or performance.', 'Contributed to improved and revised standards for coding, deployment, code review, and QA', 'Update all web properties’ architecture, CMS templates for code architecture, CMS performance, UI performance and branding', 'Contribute to improved site UI and experience', 'Collaborate on user experience experiments to improve actions toward marketing goals', 'Developed at least 3 guides and/or reports that stand out for their interaction experience and ui as much as they do their content.', 'At least 3 years of experience developing and maintaining one (or more) website(s)', 'Experience developing/maintaining CMS-based templates/pages/architecture', 'Experience using SCSS and modular JS systems', 'Experience using a build system, such as Grunt/Gulp/Yarn', 'Comfortable on day 0 running WordPress locally, logging into a production server, and using GitHub and AWS']"
LevelUp,React Developer,bcb8f6985771dcd9,"['Contribute to open source softwareBuild and maintain large-scale, high-availability web applications with an active and growing user base', 'Develop new user-facing features for our growing Web SDK', 'Construct reusable components and front-end libraries for future use', 'Manage stages of the continuous development and release process', 'Translate designs and wireframes into high quality code', 'Optimize components for maximum performance across a vast array of web-capable devices and browsers', 'Mentor experience for other engineers in a professional setting', 'Professional experience (2+ years) in front-end web development, including command of a modern framework - React required', 'Experience with common front-end development tools such as Babel, Webpack, NPM, etc.', 'Exposure to other programming languages that compiles into JavaScript - TypeScript preferred', 'Familiar with Agile software development methodologies', 'Distributed version control experience with GitFamiliarity with RESTful APIs', 'Experience with responsive design', 'Ability to understand business requirements and translate them into technical requirements', 'A knack for benchmarking and optimization', 'Team player with excellent written and spoken English communication skills']"
,,,
